text,intent
"Hi, I want to inquire about my balance. Some cash was deposited and it hasn't updated yet.",balance_not_updated_after_cheque_or_cash_deposit
I sent you a cheque a few days ago and I noticed that nothing has happened yet. Can you tell me the status of my cheque please?,balance_not_updated_after_cheque_or_cash_deposit
I can't see my cash deposit in my account.,balance_not_updated_after_cheque_or_cash_deposit
Why is it taking so long for my money to appear in my account? I have been waiting a week!,balance_not_updated_after_cheque_or_cash_deposit
How long do cheques take to post to your account?,balance_not_updated_after_cheque_or_cash_deposit
I did a cash deposit to my account but my balance is still the same. What happened?,balance_not_updated_after_cheque_or_cash_deposit
What happens if I deposit a cheque accidentally?,balance_not_updated_after_cheque_or_cash_deposit
"I deposited a cheque, but the balance hasn't changed yet.",balance_not_updated_after_cheque_or_cash_deposit
I haven't received the cash from the check I deposited.,balance_not_updated_after_cheque_or_cash_deposit
I made a cash deposit and the balance wasn't updated.,balance_not_updated_after_cheque_or_cash_deposit
"I deposited a check yesterday to up my account balance, but that deposit hasn't shown up yet.  It's been a day already!",balance_not_updated_after_cheque_or_cash_deposit
I made a check and cash deposit that wasn't credited to my account.,balance_not_updated_after_cheque_or_cash_deposit
"Please, tell me why I can't have the funds I deposited a week ago? I need the money now.",balance_not_updated_after_cheque_or_cash_deposit
"the balance has not changed, but I have deposited some money",balance_not_updated_after_cheque_or_cash_deposit
"I put my check in the bank, but I haven't gotten my cash yet?",balance_not_updated_after_cheque_or_cash_deposit
I am still awaiting the money I put into my account this morning.,balance_not_updated_after_cheque_or_cash_deposit
I made a cash deposit to my account but it is not there,balance_not_updated_after_cheque_or_cash_deposit
What are the reasons for my beneficiary not being allowed?,beneficiary_not_allowed
Why can't you allow my beneficiary?,beneficiary_not_allowed
I keep getting an error message when I'm trying to transfer funds! Why aren't you accepting that?,beneficiary_not_allowed
Why can't my beneficiary access my account?,beneficiary_not_allowed
Why can't I transfer to an account?,beneficiary_not_allowed
I could not transfer to a beneficiary,beneficiary_not_allowed
My account transfer was not cleared.,beneficiary_not_allowed
My beneficiary is unable to transact,beneficiary_not_allowed
Why won't my transfer to another account work?,beneficiary_not_allowed
Why can I not do a transfer to a beneficiary?,beneficiary_not_allowed
why wasn't a transfer to account approved,beneficiary_not_allowed
I don't understand why you aren't accepting my transfer. After a couple times trying I'm still getting an error message.,beneficiary_not_allowed
I wasn't allowed to transfer to my account,beneficiary_not_allowed
what are the reasons why you would not be able to process a payment,beneficiary_not_allowed
why can't my beneficiary make transactions?,beneficiary_not_allowed
My transfer failed to a beneficiary,beneficiary_not_allowed
My attempted transfer keeps kicking back with an error message.  Could you please help me to resolve this?,beneficiary_not_allowed
I am trying  to  transfer and  it has been  stopped why is  that,beneficiary_not_allowed
is there something blocking me from making transfers,beneficiary_not_allowed
Is there something wrong with the transferring functions? I keep trying to transfer funds and only get an error message.,beneficiary_not_allowed
Why am I unable to transfer money when I was able to before?,beneficiary_not_allowed
I cant transfer money into my account,beneficiary_not_allowed
"I was trying to make a transfer and got an error message telling me it was not possible to make the transfer. This has never happened before, what happened?",beneficiary_not_allowed
I have made several unsuccessful attempts to make a transfer.  I'm getting frustrated at getting error messages and it not going through.,beneficiary_not_allowed
Why can't I buy cryptocurrency on the app?,beneficiary_not_allowed
Why is a transfer to a beneficiary not possible?,beneficiary_not_allowed
Why was I denied the option to transfer money to a selected beneficiary?,beneficiary_not_allowed
The app won't let me transfer money to a beneficiary,beneficiary_not_allowed
Just received a message that my transfer is not possible??  What is going on.  I have done this before with no issues.,beneficiary_not_allowed
I am trying to complete a transfer but I keep getting an error message.,beneficiary_not_allowed
Why would my beneficiary not be allowed?,beneficiary_not_allowed
It shows that the transfer on my account wasn't allowed.,beneficiary_not_allowed
"This is frustrating, I'm at work and my transfers are not going through. I keep getting an error message, I do not have time for this.",beneficiary_not_allowed
Hi i received an error message informing me about the transaction failure. I have done the money transfer before and it never failed. Please let me know what is the issue this time.,beneficiary_not_allowed
Can someone explain why I'm getting a message on my screen saying my transfer isn't possible? I've done several in the past and haven't had a single problem until now. What's going on?,beneficiary_not_allowed
Are there restrictions to transfers to certain accounts?,beneficiary_not_allowed
"Hi,  Is there any problem with app? As i am facing some issues with the exchange of crypto currency. I am extremely interested in buying.",beneficiary_not_allowed
I got a message that my transfer is not possible.  What is happening?  I need this to go through please.,beneficiary_not_allowed
Why is my beneficiary not being allowed to get payment services?,beneficiary_not_allowed
I'm trying to purchase crypto via the app. I haven't been able to get it to go through. Am I doing something wrong?,beneficiary_not_allowed
Why is this not letting me exchange crypto? I need help making this transaction go through.,beneficiary_not_allowed
"While transferring money, its getting error out as my transfer is not possible. Please help me in this as earlier i was able to do it successfully.",beneficiary_not_allowed
I got a message that I cannot name X as a beneficiary.,beneficiary_not_allowed
The transfer to my beneficiary has not gone through,beneficiary_not_allowed
"For some reason, I'm unable to transfer funds.",beneficiary_not_allowed
I wasn't able to do a transfer to an account,beneficiary_not_allowed
Explain why I can't do a transfer to an account.,beneficiary_not_allowed
"I have to transfer money over to my mother, and I have tried numerous times and all that keeps happening is error messages.",beneficiary_not_allowed
